PAZCenter	PAZAverage	PAArea	PAVolume	PAPerimeter	PALength	PAWidth	PAMaxDistance	PACEDiameter	PACircularity	PARectangularity	PAConvexity	PASolidity	PAMajorAngle	PAAspectRatio	PAElongation	PAHullPerimeter
1.8176e-09	1.56394e-09	5.53383e-17	8.65459e-26	2.74217e-08	1.05147e-08	7.39456e-09	1.05203e-08	8.39398e-09	0.924799	0.75	1	1.11111	159.699	0.703257	0.296743	2.74217e-08
2.55281e-09	1.90835e-09	8.85413e-17	1.68968e-25	3.68313e-08	1.37013e-08	1.04391e-08	1.37168e-08	1.06176e-08	0.820202	0.65	0.983909	1	168.69	0.761905	0.238095	3.62387e-08
1.89479e-09	1.52804e-09	8.85413e-17	1.35295e-25	3.21265e-08	9.98043e-09	9.98043e-09	1.05203e-08	1.06176e-08	1.07802	0.75	1	1.14286	180	1	0	3.21265e-08
3.30576e-09	2.25881e-09	2.76692e-16	6.24993e-25	5.75994e-08	1.99257e-08	1.68021e-08	2.02362e-08	1.87695e-08	1.04802	0.666667	0.979421	1.19048	3.39996	0.843235	0.156765	5.64141e-08
2.65229e-09	1.86746e-09	1.4388e-16	2.6869e-25	4.54338e-08	1.33072e-08	1.33072e-08	1.48779e-08	1.35349e-08	0.875895	0.76	0.973911	1	180	1	0	4.42484e-08
4.91125e-09	2.83042e-09	3.65233e-16	1.03376e-24	6.89579e-08	2.42084e-08	2.01668e-08	2.42195e-08	2.15645e-08	0.965189	0.696429	0.982811	1.08197	165.79	0.833047	0.166953	6.77725e-08
2.30247e-09	1.71301e-09	7.74737e-17	1.32713e-25	3.60241e-08	1.33072e-08	6.65362e-09	1.37168e-08	9.93189e-09	0.7502	0.866667	1	1	180	0.5	0.5	3.60241e-08
1.45515e-08	7.11659e-09	1.44986e-15	1.03181e-23	1.4766e-07	5.38265e-08	3.40564e-08	5.48672e-08	4.29654e-08	0.835628	0.737968	0.952985	1.048	177.141	0.632707	0.367293	1.40718e-07
1.76496e-09	1.35724e-09	3.3203e-17	4.50646e-26	2.27169e-08	6.65362e-09	6.65362e-09	7.43897e-09	6.50195e-09	0.808518	0.777778	1	1	180	1	-2.22045e-16	2.27169e-08
1.67606e-09	1.5728e-09	8.85413e-17	1.39258e-25	3.21265e-08	9.98043e-09	9.98043e-09	1.05203e-08	1.06176e-08	1.07802	0.75	1	1.14286	180	1	0	3.21265e-08
2.79826e-09	1.88871e-09	1.10677e-16	2.09036e-25	4.07289e-08	1.38209e-08	1.05059e-08	1.48779e-08	1.18709e-08	0.838416	0.8	0.985449	1	175.163	0.760148	0.239852	4.01363e-08
1.61262e-09	1.60007e-09	5.53383e-17	8.85453e-26	3.13193e-08	1.13672e-08	8.15479e-09	1.1995e-08	8.39398e-09	0.708944	0.916667	1	0.909091	105.071	0.717398	0.282602	3.13193e-08
1.72222e-09	1.51957e-09	1.77083e-16	2.6909e-25	5.67922e-08	2.08966e-08	1.30294e-08	2.10406e-08	1.50156e-08	0.689935	0.6	0.951641	0.969697	11.7286	0.623517	0.376483	5.40458e-08
2.19913e-09	1.86619e-09	1.21744e-16	2.27198e-25	3.87801e-08	1.33072e-08	9.98043e-09	1.37168e-08	1.24503e-08	1.01728	0.8	1	1.1	90	0.75	0.25	3.87801e-08
2.99335e-09	1.93955e-09	1.66015e-16	3.21994e-25	4.3485e-08	1.48749e-08	1.34476e-08	1.48779e-08	1.45388e-08	1.10326	0.72	0.986371	1.25	115.406	0.904046	0.0959544	4.28923e-08
2.26871e-09	1.77988e-09	9.9609e-17	1.77292e-25	3.60241e-08	9.98043e-09	9.98043e-09	1.1995e-08	1.12617e-08	0.964543	0.875	1	1.125	90	1	-2.22045e-16	3.60241e-08
1.6963e-09	1.45918e-09	3.3203e-17	4.84493e-26	2.27169e-08	9.40964e-09	4.70482e-09	9.40964e-09	6.50195e-09	0.808518	0.777778	1	1	135	0.5	0.5	2.27169e-08
1.96437e-09	1.59692e-09	7.74737e-17	1.23719e-25	3.60241e-08	1.12778e-08	1.04855e-08	1.1995e-08	9.93189e-09	0.7502	0.8125	0.983548	0.933333	103.776	0.929753	0.0702466	3.54315e-08
4.00539e-09	2.56615e-09	2.87759e-16	7.38433e-25	5.95482e-08	2.10268e-08	1.79109e-08	2.10406e-08	1.91412e-08	1.01977	0.714286	0.980095	1.15556	159.488	0.851813	0.148187	5.83629e-08
4.58246e-09	2.97777e-09	3.65233e-16	1.08758e-24	7.28555e-08	2.73903e-08	1.82115e-08	2.74336e-08	2.15645e-08	0.86468	0.722222	0.964092	1.06452	169.183	0.66489	0.33511	7.02394e-08
2.88512e-09	2.05616e-09	1.54947e-16	3.18596e-25	4.73826e-08	1.66327e-08	1.39459e-08	1.66341e-08	1.40458e-08	0.867275	0.84	0.987492	1	143.864	0.838463	0.161537	4.67899e-08
1.94322e-09	1.7052e-09	3.3203e-17	5.66178e-26	2.93705e-08	1.19632e-08	7.4291e-09	1.1995e-08	6.50195e-09	0.483687	0.75	1	0.75	150.482	0.620996	0.379004	2.93705e-08
3.16047e-09	2.08096e-09	2.10286e-16	4.37596e-25	5.28946e-08	1.95577e-08	1.4369e-08	1.99609e-08	1.63629e-08	0.944489	0.685714	0.988796	1.11765	168.465	0.734697	0.265303	5.23019e-08
1.09648e-09	1.89206e-09	3.98436e-16	7.53866e-25	9.36235e-08	3.5825e-08	1.61374e-08	3.58308e-08	2.25234e-08	0.571213	0.545455	0.917214	0.911392	157.166	0.450451	0.549549	8.58728e-08
3.39194e-09	2.3839e-09	2.32421e-16	5.54067e-25	5.67922e-08	1.87952e-08	1.68902e-08	1.93985e-08	1.72025e-08	0.90554	0.75	0.968693	1.05	163.363	0.898643	0.101357	5.50142e-08
4.06223e-09	2.63778e-09	2.76692e-16	7.29851e-25	6.34458e-08	2.08291e-08	1.93413e-08	2.1302e-08	1.87695e-08	0.863773	0.809524	0.981318	0.980392	153.435	0.928571	0.0714286	6.22605e-08
2.257e-09	1.74107e-09	6.6406e-17	1.15617e-25	3.32681e-08	9.98043e-09	6.65362e-09	1.1995e-08	9.19515e-09	0.753982	1	1	1	180	0.666667	0.333333	3.32681e-08
1.54975e-09	1.62934e-09	1.32812e-16	2.16396e-25	5.01386e-08	1.79144e-08	1.0495e-08	1.79154e-08	1.30039e-08	0.663901	0.583333	0.858882	1.2	22.4108	0.58584	0.41416	4.30631e-08
4.35202e-09	2.60447e-09	2.76692e-16	7.20634e-25	5.95482e-08	2.0055e-08	1.67298e-08	2.02362e-08	1.87695e-08	0.980547	0.690476	0.970142	1.13636	1.78817	0.834196	0.165804	5.77703e-08
1.80168e-09	1.47577e-09	4.42707e-17	6.53334e-26	2.54729e-08	9.80035e-09	6.53356e-09	9.98043e-09	7.50781e-09	0.857372	0.583333	0.976734	1.14286	169.099	0.666667	0.333333	2.48802e-08
3.53359e-09	2.28661e-09	2.54556e-16	5.82072e-25	6.34458e-08	2.39393e-08	1.48743e-08	2.42195e-08	1.80031e-08	0.794672	0.775	0.971977	1	172.779	0.621335	0.378665	6.16679e-08
2.20595e-09	1.84147e-09	6.6406e-17	1.22285e-25	3.32681e-08	9.98043e-09	6.65362e-09	1.1995e-08	9.19515e-09	0.753982	1	1	1	180	0.666667	0.333333	3.32681e-08
1.67879e-09	1.31917e-09	4.42707e-17	5.84005e-26	2.74217e-08	1.03121e-08	7.01025e-09	1.05203e-08	7.50781e-09	0.739839	0.666667	0.978387	1	7.01812	0.679806	0.320194	2.6829e-08
2.55656e-09	1.89184e-09	7.74737e-17	1.46568e-25	3.60241e-08	1.33072e-08	6.65362e-09	1.37168e-08	9.93189e-09	0.7502	0.866667	1	1	180	0.5	0.5	3.60241e-08
2.77291e-09	2.10731e-09	1.32812e-16	2.79876e-25	4.3485e-08	1.44552e-08	1.29728e-08	1.48779e-08	1.30039e-08	0.88261	0.64	0.959113	1.09091	167.127	0.897449	0.102551	4.1707e-08
3.16479e-09	2.05524e-09	1.66015e-16	3.412e-25	4.81898e-08	1.66199e-08	1.34332e-08	1.69635e-08	1.45388e-08	0.898353	0.666667	0.975403	1.07143	2.36547	0.808262	0.191738	4.70045e-08
6.37951e-09	3.6759e-09	4.64842e-16	1.70871e-24	8.14579e-08	2.58644e-08	2.33838e-08	2.68216e-08	2.43281e-08	0.880337	0.78125	0.960608	1.02439	14.3917	0.904091	0.0959093	7.82491e-08
1.65992e-09	1.3865e-09	3.3203e-17	4.60359e-26	2.27169e-08	6.65362e-09	6.65362e-09	7.43897e-09	6.50195e-09	0.808518	0.777778	1	1	90	1	-2.22045e-16	2.27169e-08
1.95982e-09	1.55595e-09	6.6406e-17	1.03324e-25	3.13193e-08	1.13672e-08	8.15479e-09	1.1995e-08	9.19515e-09	0.850732	0.916667	1	1.09091	74.9293	0.717398	0.282602	3.13193e-08
1.22575e-09	1.38394e-09	2.21353e-17	3.0634e-26	2.27169e-08	1.05203e-08	4.20812e-09	1.05203e-08	5.30882e-09	0.539012	0.75	1	1	161.565	0.4	0.6	2.27169e-08
8.05321e-09	4.95603e-09	8.41143e-16	4.16873e-24	1.13584e-07	3.44552e-08	3.11459e-08	3.71949e-08	3.27258e-08	0.819298	0.827273	0.957921	0.974359	5.87344	0.903952	0.0960478	1.08805e-07
1.76758e-09	1.57257e-09	7.74737e-17	1.21833e-25	3.40753e-08	1.48586e-08	5.7161e-09	1.48779e-08	9.93189e-09	0.838463	0.6	0.975403	1.55556	23.6453	0.384699	0.615301	3.32372e-08
1.32579e-09	1.67351e-09	5.53383e-17	9.26094e-26	3.21265e-08	1.34868e-08	4.67061e-09	1.37168e-08	8.39398e-09	0.673765	0.466667	0.958473	1.42857	24.5428	0.346309	0.653691	3.07924e-08
3.25119e-09	2.13749e-09	2.10286e-16	4.49482e-25	5.28946e-08	1.74852e-08	1.56065e-08	1.79154e-08	1.63629e-08	0.944489	0.694444	1	1.08571	55.6174	0.892555	0.107445	5.28946e-08
1.49337e-09	1.64014e-09	6.6406e-17	1.08915e-25	4.84932e-08	2.01303e-08	5.84633e-09	2.02362e-08	9.19515e-09	0.354858	0.428571	1.03886	1.33333	15.3253	0.290424	0.709576	5.03775e-08
6.4791e-09	3.88792e-09	4.31639e-16	1.67818e-24	8.14579e-08	2.75374e-08	2.05632e-08	2.84243e-08	2.34431e-08	0.817456	0.777778	0.96487	0.975	6.20596	0.746735	0.253265	7.85963e-08
1.64912e-09	1.70941e-09	3.3203e-17	5.67575e-26	2.66145e-08	9.98043e-09	3.32681e-09	1.05203e-08	6.50195e-09	0.589049	1	1	1	180	0.333333	0.666667	2.66145e-08
1.9389e-09	1.68911e-09	5.53383e-17	9.34726e-26	4.82828e-08	1.68475e-08	6.36501e-09	1.69635e-08	8.39398e-09	0.298299	0.5	0.809558	1	175.394	0.377802	0.622198	3.90877e-08
1.64957e-09	1.36896e-09	4.42707e-17	6.06049e-26	2.46657e-08	9.40964e-09	7.05724e-09	9.40964e-09	7.50781e-09	0.914407	0.888889	1	1.14286	135	0.750001	0.249999	2.46657e-08
7.58664e-09	4.24801e-09	6.08722e-16	2.58585e-24	9.08675e-08	3.01559e-08	2.34299e-08	3.15609e-08	2.78397e-08	0.926427	0.75	0.960552	1.07843	178.725	0.77696	0.22304	8.72829e-08
1.57351e-09	1.42015e-09	5.53383e-17	7.85888e-26	3.13193e-08	1.19024e-08	8.92677e-09	1.1995e-08	8.39398e-09	0.708944	0.833333	0.981077	1	26.5651	0.75	0.25	3.07266e-08
1.41299e-09	1.54477e-09	7.74737e-17	1.19679e-25	3.48825e-08	1.1542e-08	7.58763e-09	1.1995e-08	9.93189e-09	0.800106	0.5625	0.904001	1.27273	49.4863	0.657393	0.342607	3.15339e-08
1.82749e-09	1.41462e-09	6.6406e-17	9.39391e-26	2.93705e-08	9.98043e-09	6.65362e-09	1.05203e-08	9.19515e-09	0.967374	0.833333	1	1.2	90	0.666667	0.333333	2.93705e-08
2.19083e-09	1.80023e-09	9.9609e-17	1.79319e-25	3.60241e-08	9.98043e-09	9.98043e-09	1.1995e-08	1.12617e-08	0.964543	0.875	1	1.125	180	1	0	3.60241e-08
2.29372e-09	1.81434e-09	7.74737e-17	1.40563e-25	3.40753e-08	1.36722e-08	7.6526e-09	1.37168e-08	9.93189e-09	0.838463	0.8	1	1.07692	170.583	0.559718	0.440282	3.40753e-08
1.86853e-09	2.06513e-09	3.3203e-17	6.85686e-26	2.66145e-08	9.98043e-09	3.32681e-09	1.05203e-08	6.50195e-09	0.589049	1	1	1	180	0.333333	0.666667	2.66145e-08
1.74643e-09	1.486e-09	4.42707e-17	6.57864e-26	2.66145e-08	6.65362e-09	6.65362e-09	9.40964e-09	7.50781e-09	0.785398	1	1	1	180	1	0	2.66145e-08
3.17218e-09	2.11502e-09	1.8815e-16	3.97941e-25	4.6241e-08	1.64081e-08	1.34183e-08	1.69635e-08	1.54777e-08	1.10576	0.666667	1	1.25926	26.012	0.817784	0.182216	4.6241e-08
2.22301e-09	1.70246e-09	9.9609e-17	1.6958e-25	4.07289e-08	1.32075e-08	1.07186e-08	1.37168e-08	1.12617e-08	0.754575	0.65	0.937601	1.05882	7.01812	0.811553	0.188447	3.81875e-08
3.37682e-09	2.30974e-09	1.99218e-16	4.60143e-25	5.09458e-08	1.69554e-08	1.62024e-08	1.69635e-08	1.59265e-08	0.964543	0.583333	0.965101	1.16129	166.919	0.955593	0.0444071	4.91678e-08
2.87728e-09	2.06092e-09	1.8815e-16	3.87762e-25	5.20874e-08	1.65724e-08	1.3544e-08	1.79154e-08	1.54777e-08	0.871465	0.733333	0.954488	1.0625	4.9329	0.817262	0.182738	4.97168e-08
1.82328e-09	1.55784e-09	6.6406e-17	1.0345e-25	2.93705e-08	1.19024e-08	7.43897e-09	1.1995e-08	9.19515e-09	0.967374	0.833333	1	1.2	63.4349	0.625	0.375	2.93705e-08
2.59545e-09	2.03958e-09	1.21744e-16	2.48307e-25	4.26777e-08	1.33072e-08	9.98043e-09	1.48779e-08	1.24503e-08	0.839954	0.9	1	1	180	0.75	0.25	4.26777e-08
1.98131e-09	1.60982e-09	6.6406e-17	1.06902e-25	2.93705e-08	9.98043e-09	6.65362e-09	1.05203e-08	9.19515e-09	0.967374	0.833333	1	1.2	180	0.666667	0.333333	2.93705e-08
2.13706e-09	1.7181e-09	4.42707e-17	7.60612e-26	2.66145e-08	6.65362e-09	6.65362e-09	9.40964e-09	7.50781e-09	0.785398	1	1	1	180	1	0	2.66145e-08
1.59068e-09	1.45557e-09	7.74737e-17	1.12769e-25	3.01777e-08	1.01058e-08	7.36644e-09	1.05203e-08	9.93189e-09	1.06903	0.5625	0.980361	1.4	124.573	0.728935	0.271065	2.95851e-08
1.00747e-09	1.23288e-09	9.9609e-17	1.22806e-25	5.95482e-08	1.53939e-08	1.37161e-08	1.66341e-08	1.12617e-08	0.352997	0.52	0.887531	0.72	75.3944	0.891008	0.108992	5.28509e-08
1.98699e-09	1.53652e-09	7.74737e-17	1.1904e-25	3.21265e-08	9.40977e-09	9.40977e-09	1.05203e-08	9.93189e-09	0.943271	0.6875	1	1.16667	45.0016	1	-6.37371e-09	3.21265e-08
3.81064e-09	2.71944e-09	2.21353e-16	6.01957e-25	5.8741e-08	2.03425e-08	1.39131e-08	2.10406e-08	1.6788e-08	0.806145	0.8	0.969732	0.97561	3.63444	0.683945	0.316055	5.6963e-08
2.32703e-09	1.86803e-09	9.9609e-17	1.86072e-25	3.79729e-08	1.41145e-08	1.17621e-08	1.41145e-08	1.12617e-08	0.868081	0.9375	1	1.05882	45	0.833333	0.166667	3.79729e-08
